"title","description","propertyType","price","dateSold","landSize","suburb","postCode","latitude","longitude","bedrooms","bathrooms","parkingSpaces","outdoorFeatures","indoorFeatures","totalFeatures"
"An exceptional lifestyle in a well-connected pocket","Onsite & Online Auction with Anywhere Auctions<br/>If you can not attend the property to bid we offer remote online bidding.<br/>Please register using the link below.<br/>https://anywhereauctions.com.au/app/property?propertyId=10841<br/><br/>Promising an exceptional lifestyle, this stylishly presented home is the perfect choice for small families, first home buyers entering the market, investors and busy professionals alike. Spacious and light-filled, you're welcomed into a living room that extends to a dining area and a modern kitchen boasting a stone breakfast bar, quality appliances and terrific storage options.<br/><br/>The master bedroom enjoys privacy on the ground floor, featuring a walk-in robe and a contemporary two-way ensuite; whilst upstairs, you'll find two double bedrooms with box-bay windows and built-in robes, serviced by an attractive family bathroom and separate toilet.<br/><br/>Step outside to a private alfresco courtyard bathed in northerly light, featuring a paved area and easy-care garden. Highlights include a separate title with no Body Corporate fees, split system air conditioning, hardwood floorboards, ceiling fans, water tank and a lock-up garage. <br/><br/>Zoned for Wattle Park Primary and Ashwood High School, and a quick walk from Wattle Park with a fabulous children's playground, Golf Course and lively Shopping Village, bus and tram services, Deakin University and Gardiners Creek Reserve. Enjoy seamless access to Box Hill Central, Hospital and TAFE, PLC, Burwood Train Station and major shopping centres.","house","$935,000","2021-02-20","","Burwood","3125","-37.8445387","145.10411738","3","2","1.0","1","0","1"
"Spacious 30s style on vast land: so many choices!","Please register your interest for this property so that we can ensure you are included in the Virtual Auction and/or contacted in the event the property is going to be sold prior to the Virtual Auction Saturday 13th February at 1:30pm. <br/><br/>On a vast block (785m2 approx), this immaculately maintained home, held for 40 years by the same family, offers comfortable living now with exciting potential to create a splendid new residence or to subdivide (STCA). On an elevated block in an exclusive pocket close to primary and secondary schools, Hartwell Station, the 75 tram and shopping centres, this light-filled home has a functional floor plan comprising three double bedrooms; formal living and dining rooms; an expansive family/meals zone; large refitted kitchen (Fischer and Paykel appliances, stone benchtops, pantries); stylish bathroom, laundry and powder room. Opening to a north-facing deck and garden, this appealing property includes a double carport, and features high ceilings, polished floors, ducted heating and split-system air conditioning.<br/><br/>*Nelson Alexander Update*<br/><br/>All Nelson Alexander open for inspections and auctions are conducted in accordance with the latest government guidelines. We may request you to wear a mask, use hand sanitiser, refrain from touching any items/fixtures and doors and ask you to provide your contact details. We appreciate your assistance.","house","$2,302,000","2021-02-15","785.0","Camberwell","3124","-37.846585","145.072172","3","1","2.0","1","0","1"
"Executive Family Living & Entertaining With City Views","Making an outstanding lifestyle statement, this magnificent residence delivers executive family living and entertaining amidst superb-low-maintenance surrounds. <br/><br/>Cleverly designed with a stunning wrap-around balcony to capture beautiful City views, interior dimensions are zoned to perfection with spacious formal and casual living/dining areas and a gourmet stone/AEG appointed kitchen. <br/><br/>Family flexibility is heightened by ground and upper-level main bedrooms (each with a WIR/ensuite), 2 additional robed bedrooms, immaculate bathroom, enclosed entertaining deck, ducted heating/AC, satellite, water temperature control, study/studio, alarm and double garage. <br/><br/>Desirably located in the esteemed Montpellier Gardens Estate, close to Jordanville train station, PLC, Deakin University, trams and Gardiners Creek Reserve and walking trail.","house","$1,305,000","2021-02-15","","Burwood","3125","-37.85936479","145.11234611","4","3","2.0","1","0","1"
"1500sqm in Central Box Hill","Consider the many options this 1,500sqm (approx.) allotment presently featuring four two-bedroom units, offers to the savvy investor or developer.<br/><br/>With the changes already seen in the City of Whitehorse, look at plans for multiple townhouses or apartments (STCA), or simply land bank with capital growth increasing annually whilst getting an ongoing income from the existing tenants.<br/><br/>- Large double block of 1539sqm (approx.)<br/>- General Residential Zone 1 (GRZ1)<br/>- Within Box Hill High School and Laburnum Primary zones<br/>- A short walk to both Box Hill and Laburnum Train Stations plus multiple bus routes<br/>- Outstanding surrounding amenities include Box Hill Central and strip shopping, Box Hill City<br/>Oval, Box Hill Hospital with easy access to the Melbourne CBD<br/>- Solid income stream from the four, two bedroom units until you get your plans done<br/><br/>This blue-chip residential location showcases many successful surrounding projects and reflects the strong demand for higher density developments in this area.<br/><br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.<br/><br/>Inspect by pre-registration only, attendance limits are capped and all attendees must be pre-registered, please contact the agent to secure your spot","house","$3,330,000","2021-02-14","","Box Hill","3128","-37.823742","145.130424","8","4","5.0","1","0","1"
"Sensational Family Lifestyle Appeal","Custom built by master builder Brian Lee and meticulously updated with an eye for detail, this immaculately presented residence's luxurious dimensions deliver unbeatable family appeal. Superbly situated in a tranquil yet convenient pocket in the coveted Balwyn High School zone, this outstanding location is an easy walk to Chatham Primary School and Beckett Park as well as shops, cafes and trams on Whitehorse Road. <br/><br/>Beyond a landscaped garden and enticing façade, the home boasts abundant natural light and thoughtfully zoned accommodation in an enviable single level, low maintenance context. Featuring marble floors, the welcoming entrance foyer leads to a formal sitting room with gas fireplace and dining zone with leafy outlooks, to spacious open plan living and dining with gas fireplace. The stylish contemporary kitchen is fitted with stone benches, ample storage and Miele appliances including gas cooktop, wall oven, built in microwave and integrated dishwasher. Living extends out to sandstone paved alfresco dining surrounded by sun drenched established gardens with northerly aspects, perfect for entertaining. <br/><br/>The main bedroom with walk in robe and designer ensuite is complemented by three further bedrooms, including two with robes, a study area and sleek family bathroom with separate bath and shower. Additional highlights include a well equipped laundry, powder room, plentiful storage, video intercom, alarm, ducted evaporative cooling and gas heating, split system air conditioning, water tanks, sprinkler system and remote double garage with internal access. <br/><br/>Land: 612sqm approx.","house","$2,750,000","2021-02-13","612.0","Balwyn","3103","-37.813853","145.094834","4","2","2.0","1","0","1"
"A prominent corner position","ONLINE AUCTION ONLY with Anywhere Auctions<br/>We offer remote online bidding.<br/>Please register using the link below.<br/>https://anywhereauctions.com.au/app/property?propertyId=9127<br/><br/><br/>Sitting proudly on a corner allotment measuring 686sqm approx. in a sought-after neighbourhood, this classic family home offers unlimited future potential. Featuring a traditional three-bedroom floorplan (master with ensuite), a sun-drenched living and dining room supported by a well-appointed timber kitchen with updated appliances and excellent storage space.<br/><br/>The backyard is beautifully presented and delivers a relaxed space for family fun or entertaining guests; with a versatile carport offering multiple uses as a covered alfresco zone, car accommodation or outdoor play area for children. Highlights include ducted heating, split system air conditioning, water tank, lock-up garage and carport.<br/><br/>The choice is yours whether you move straight in and enjoy, modernise, extend or explore the option to build your dream home or multiple townhouses utilising the dual street frontage (STCA). You're only limited by your imagination!<br/><br/>In a family-focussed location within the catchment zone for Essex Heights Primary School and acclaimed Mount Waverley Secondary College, and just minutes from tram and bus services, Deakin University, Box Hill Golf Club, Wattle Park and Shopping Village, Gardiners Creek Reserve, Burwood Heights, Burwood Brickworks and Burwood One Shopping Centres.","house","$1,500,000","2021-02-13","","Burwood","3125","-37.853379","145.123959","3","2","2.0","1","0","1"
"Superb sanctuary, luxurious lifestyle","Providing the perfect balance of tranquil haven and premium convenience, this sublime residence is enhanced by stunning landscaped garden sanctuary surroundings. An impressive standard of craftsmanship, quality and sophistication, perfectly positioned at the rear of a boutique trio, this immaculate brick home delivers a masterful design with high ceilings, parquetry floors and luxurious features throughout. Formal lounge and dining rooms flow through to the expansive open plan family room, meals area and granite kitchen with integrated Smeg dishwasher all enjoying and extending out to the garden and wraparound courtyard/decks with retractable awnings, perfect for relaxing or entertaining. Boasting four bedrooms all with floor to ceiling fitted robes, downstairs master with ensuite, the upstairs three bedrooms all enjoying a leafy treetop outlook and serviced by a modern family bathroom. Features include security alarm and remote gate, ducted heating and vacuum, A/C, 3.5kW solar power plus solar assisted gas hot water, downstairs powder room, laundry, an abundance of storage and remote double garage with internal access. The highly coveted, family friendly location surrounded by excellent schools and moments to No 70 tram, Wattle Park, cafes, Deakin University and more only adds to this property's enormous appeal.","townhouse","$1,650,000","2021-02-12","","Surrey Hills","3127","-37.83530379","145.10577869","4","2","2.0","1","0","1"
"Superior Streetfront Luxury With Low-Maintenance Ease","An exemplary display of inspiring contemporary luxury, this superior streetfront town residence exudes timeless quality, impressive space and beautiful natural light throughout. Elegant styling and modern tones define flawless interiors, with a gourmet kitchen featuring stone surfaces, large breakfast bench and stainless steel appliances, creating a focal point to open-plan living/dining. Ground and upper-level main bedrooms each with a stunning ensuite/WIR highlights lifestyle flexibility, whilst 2 additional bedrooms, deluxe fully-tiled bathroom, heating/AC, powder room, covered alfresco, shed and independent driveway to a double garage add further allure. Superbly located, within walking proximity to PLC, St Benedict's, trams, train and bus, Deakin University and Toorak Rd shopping.<br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.","townhouse","$1,275,000","2021-02-09","294.0","Burwood","3125","-37.84905955","145.10088355","4","3","2.0","1","0","1"
"Contemporary class & High-End Finishes","Modern luxury matched with the classic appeal will suit a vast majority of tenants. Front positioned with a family functional floor plan consisting of a downstairs master with built-in robe and ensuite. Open plan living with a designer kitchen that features Betazone gas appliances, dishwasher, and 100mm stone island bench, perfect for entertaining. <br/><br/>The family room features a gas fire, which flows through to the private rear courtyard and decking. Upstairs has three other good size bedrooms with build in robes and a central bathroom. It also features double lockup garage, Toshiba ducted heating and cooling and digital pin coded front door.<br/><br/>Other benefits include a European laundry, water tank, Real Flame Gas Heater downstairs with powder room and much more.<br/><br/>- No Body Corp Fee <br/>- Only 2 Towhouses on the block <br/>- No Common Wall<br/><br/>The every popular Burwood is the home to Deakin University, PLC and other schools, Ashwood Secondary College, Ashwood school, etc. Only a few minutes' drive to Burwood One Shopping Centre and Box Hill Central.<br/><br/><br/><br/><br/>Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist","townhouse","$1,150,000","2021-02-09","","Burwood","3125","-37.85580538","145.10789524","4","3","2.0","2","1","3"
"Contemporary Entertainer In A Parkland Cul-de-sac Setting","Quietly nestled in an exclusive cul-de-sac surrounded by designer landscaped gardens, this luxurious entertainer is a remarkable lifestyle achievement. Stylish aesthetics and magnificent natural light are a constant feature throughout the spacious dual-zoned layout, with a formal lounge complementing a vast open-plan living/dining domain (gas log fireplace) and gourmet kitchen boasting stone surfaces, AEG appliances, ample storage and breakfast bench. Bi-fold doors extend living outdoors to a tranquil courtyard and covered alfresco – a quiet setting for year-round entertaining. <br/>On the upper-level, a lavish main bedroom with ensuite/WIR enjoys a beautiful outlook, and is enhanced by 3 large bedrooms (all fitted with BIRs), study nook and impressive bathroom. Finished to uncompromised standards with zoned ducted heating, evaporative/split system AC, alarm, NBN, garden shed and over-sized double garage. <br/>Desirably located adjacent to parklands, and minutes to PLC, Deakin University, public transport, recreation and Gardiners Creek Reserve and walking trail.<br/><br/>Features;<br/>* Four spacious bedrooms<br/>* Light filled interiors<br/>* Breakfast table<br/>* Stone kitchen bench tops<br/>* AEG appliances<br/>* Zoned ducted heating<br/>* Evaporative cooling<br/>* Alarm <br/>* Very spacious double garage<br/>* Off street parking<br/>* Cul-de-sac location with nearby park<br/>* Designer landscaped garden<br/>* Powder room<br/>* Garden shed<br/>* Two outdoor decked entertaining areas- one open and one covered<br/>* Gas log fireplace<br/>* NBN ready premises<br/>* Split system air conditioner<br/>* Hot water temperature control.<br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.","house","$1,390,000","2021-02-08","","Burwood","3125","-37.85963905","145.1079706","4","2","2.0","1","0","1"
"An unmissable opportunity in an unbelievable lifestyle position","Please register your interest for this property so that we can ensure you are included in the Auction and/or contacted in the event the property is going to be sold prior to the Auction Saturday 6th February at 11am. Please contact us via email or phone to speak about your options to inspect this property. Thank you<br/><br/><br/>Enjoying a premium position with access via Currajong Avenue, and just footsteps from the indulgent spoils and effervescent entertainment of Camberwell Junction, this four-bedroom Californian Bungalow ensures a successful future. Steeped in the charm of its era and delivering modern comfort today, the home offers an exciting tomorrow, positioned on an 836m2 (approx.) allotment, free from all town planning overlays. <br/><br/>Gleaming with polished floorboards and timber detailing, the home is instantly inviting with its crisp white interior. A sunlit living domain nurtures relaxation and dining, highlighted by enchanting leadlight windows, while the spacious, fully appointed kitchen offers modern amenity for easy catering. <br/><br/>A flexible accommodation layout provides three king-sized bedrooms plus a fourth bedroom or separate dining room, serviced by an updated central bathroom. Completed by a double garage or autonomous studio, the site offers an extensive north-facing yard for alfresco enjoyment, while delivering thrilling possibilities for an extravagant extension or to realise your lavish new home dreams (subject to council approval). Positioned in the coveted Sunnyside estate, the home provides trams at its doorstep to Camberwell Junction or the city, while minutes from elite public and private schools, the Monash freeway, and Anderson Park.<br/><br/>*COVID-19 Announcement*<br/>If you're attending an inspection, we request that you only attend if you are fit and healthy to do so and not under any self-isolation conditions. We request that you maintain a healthy distance from our team and refrain from touching any items/fixtures and doors within the property. Additionally, you might be asked to wear a mask and use hand sanitiser as a request on behalf of the occupier and, if you would like to view something in particular, please request the agent's assistance. Thank you.","house","$2,450,000","2021-02-06","836.0","Camberwell","3124","-37.838516","145.055541","4","1","4.0","1","0","1"
"Land of Opportunity - Auction 11am this Saturday 6th Feb!","First time offered for many, many decades, this home has seen better days.<br/><br/>Here presents an exceptional opportunity as the ideal new dream home site or unit development (STCA) with this near level, unencumbered and easement free allotment of 624.9sqm approx.<br/><br/>The block has an 18.4 metre frontage and is located with Balwyn village only a few minutes' walk away.<br/><br/>Positioned for utmost convenience in the Balwyn High School Zone, and within an easy stroll to Maranoa Gardens and Beckett Park, the 109 tram line, new library plus easy freeway access. Chatham Primary School, Surrey Hills train station, Box Hill shopping and a host of private schools are all close by as well.<br/><br/>This is a sensational opportunity not to be missed, call to arrange an inspection today!<br/><br/>Auction Terms: 10% deposit is required and a 30 day settlement","house","$2,100,000","2021-02-06","625.0","Balwyn","3103","-37.813611","145.092671","3","1","1.0","1","1","2"
"AUCTION BOUGHT FORWARD","Impeccably located in the heart of Burwood, this promising 590sqm. approx. block is sure to deliver outstanding returns. Quietly nestled amongst the trees in the side streets off Elgar Road, this desirable locale enjoys near unparalleled proximity to Deakin University and PLC, Wattle Park, and gorgeous Gardiner's Reserve. Incredible rental returns are guaranteed as you enjoy a location delivery peace and privacy, balanced with superior access to the best that Burwood has to offer.<br/><br/>Ostensibly a 2 bedrooms residence, the renovation or rebuild investment potential is impossible to deny. You will be investing in one of the up-and-coming suburbs or the East. Tram lines delivering you directly into the city, schools, and universities offering the highest level of education around, and a cultural hub offering local and international cuisine; investing in Burwood is not investing in not just investing in property, it is investing in the future. Conveniently located, an effortless stroll to Wattle Park, PLC, Deakin University, shopping, and trams with proposed access to Burwood Station via the Suburban Rail Loop to come.<br/><br/>Photo I.D required for all inspections.","house","$1,400,000","2021-02-06","590.0","Burwood","3125","-37.844583","145.106476","2","1","1.0","1","0","1"
"Outstanding opportunity in prime location","Positioned within a peaceful leafy neighbourhood, this immaculately presented weatherboard home has been extended and updated, ideally laid out with zoned living areas for growing families. Boasting a wide 18m street frontage on an expansive level 680sqm block (approx.), the land also presents a superb opportunity for building a brand new family residence or for potential side-by-side redevelopment (STCA).<br/>Set amidst pristine landscaped gardens, the home opens onto a generous formal living room with original open fireplace, with sliding doors opening out to an undercover verandah. An updated kitchen comprises a freestanding stainless steel range, ample bench space and an adjacent utility room with dishwasher and laundry.<br/>At the rear, a light-filled open plan living and dining space flows directly out to a sun drenched alfresco entertaining area, overlooking a spacious manicured lawn bordered by a low maintenance established garden. Three carpet bedrooms include an oversized master with a leafy garden outlook, set alongside an airy central bathroom and a guest W/C. <br/>The home also features floating timber floors, lofty high ceilings, air conditioning and ample storage, with a double carport complemented by a large fitted-out workshop and additional storeroom. <br/>Superbly located within easy walking distance of trams, Deakin University and Gardiners Creek trail, the home is also a short 800m walk to Burwood Brickworks, with playgrounds at both ends of the street. Within the Mount Waverley Secondary College zone, the home is also close to Roberts McCubbin Primary, Mount Scopus Memorial College, Kingswood College and Presbyterian Ladies’ College.","house","$1,395,000","2021-02-06","680.0","Burwood","3125","-37.847486","145.125699","3","1","2.0","1","0","1"
"A Tranquil Wattle Hill Haven","Exclusively nestled within metres of the Wattle Park Golf Course, this flawless tranquil haven boasts a vast flexible floorplan for a large dynamic family nearby all conveniences. Without compromise, this substantial home features on-trend and uncluttered designer lines and inspired neutral décor with five bedrooms, two bathrooms, powder room, an exquisite open kitchen-dining-living room with roofed alfresco entertaining and a huge upstairs lounge that opens out through French doors onto a balcony. Beyond doubt, the grand stone waterfall island bench with breakfast bar, butler’s pantry and freestanding SS oven will inspire any chef, providing the ideal heart of the home from dawn coffees and breakfasts to late night snacks and flamboyant parties. The downstairs bedroom will impress the master of the house with exceptional dimensions, a deep walk in robe and a stunning ensuite of marble tones incorporating a full width shower. There’s polished timber floors of rich honeyed tones and plush bedroom carpets, separate laundry, ducted heating, split systems throughout, double remote garage, off-street parking and low maintenance gardens nearby Wattle Park Primary School, Presbyterian Ladies' College, Mt Scopus Memorial College, Deakin Uni, child care, reserves, sporting clubs, Gardiners Creek Trail, bus, trams, cafes, restaurants and extensive choices for shopping.<br/><br/>Features:<br/>- 5 bedrooms, BIR’s<br/>- Master ensuite & WIR<br/>- 2 bathrooms plus powder room<br/>- Vast open kitchen-living <br/>- Alfresco entertaining deck<br/>- Large upstairs lounge with balcony<br/>- Waterfall Stone island bench & breaky bar<br/>- Butler’s pantry<br/>- Chef’s freestanding SS oven<br/>- Split systems & ducted heating<br/>- Remote double garage & off St parking<br/><br/>Nearby:<br/>- Walk to buses & trams<br/>- Exclusive schools, child care and uni<br/>- Gardiners Creek Trail, reserves & sporting clubs<br/>- Choice of shopping, cafes & restaurants<br/>","house","$1,319,500","2021-02-06","","Burwood","3125","-37.84196262","145.10358604","5","2","2.0","1","1","2"
"Bright And Spacious With Five-Star Convenience","Enjoy the feeling of space without the high-maintenance factor inside this bright and spacious split-level townhouse right on the footsteps of Middle Camberwell Village!<br/><br/>Offering flexible living arrangements with the possibility of two separate living areas and up to four bedrooms, this is a home designed to adapt seamlessly to your living requirements. And with the potential to enhance the interior with a modern touch, it's a home you can truly make your own!<br/><br/>Towering beamed ceilings accentuate height and space throughout the relaxed living, dressed with warm timber floors underfoot and designed to integrate seamlessly with the peaceful rear deck framing a soothing outlook across the tranquil garden courtyard.<br/><br/>Cook with a view inside the spacious original kitchen, while two bright bathrooms offers family flexibility.<br/><br/>A versatile rumpus on the lower ground floor can easily function as a third bedroom option should the need arise, and should you require even more sleeping space, simply convert the quiet study into bedroom no.4!<br/><br/>Climate-controlled with ducted heating and split-system cooling, this smart investment or appealing home for the young couple, growing family or downsizers also features a private balcony accessed via the robed master bedroom, double garage and plenty of uplifting natural light throughout.<br/><br/>Capping off this perfect find is its five-star lifestyle location, which is an easy walk to Riversdale train station, Anniversary Trail parklands, sporting facilities and the 70 tram that offers a quick ride to the bustling Camberwell Junction and its assortment of boutique shops and trendy cafes. Prestigious private schools, Camberwell High School and the M1 freeway are also just moments away.<br/><br/>Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist","townhouse","$985,000","2021-02-06","","Camberwell","3124","-37.83361595","145.07476058","4","2","2.0","1","1","2"
"Contemporary living in Sought after location","For sale by Openn Negotiation (flexible conditions online auction). The Openn Negotiation is under way and the property can sell at any time. Contact the sales agent immediately to become qualified and avoid disappointment. Open to all buyers, including finance, subject to seller approval. <br/><br/><br/>In HIA nominated awarded project -- Elevation, this tri-level townhouse presents the balance between the modern living and environment with established trees, inviting public and private outdoor spaces, and sympathetic landscaping. <br/><br/>Combining the privacy and tranquility of parkland with the buzz of inner eastern suburb lifestyle, a multitude of shops, cafes and bars are on your doorstep. Chastone is a five minute drive, so too are some private schools, superior public schools, and Deak University. Trams, Trains and bus lines are all walking distance. <br/><br/>Two well sized bedrooms are located at the top level of this townhouse, giving you the calmness and privacy. Open plan designed kitchen and living area, plus oversized Al fresco make the family area spacious and functional. <br/><br/>Secured Internal access car park, imported tiles and European appliances set this townhouse is an unique. <br/><br/>Call today to book an inspection!","townhouse","$599,000","2021-02-04","","Burwood","3125","-37.85846521","145.09439459","2","2","1.0","1","0","1"
"Stylish Townhouse a Stroll from Box Hill Central","Ultimate Townhouse Living in Ultra-Central Locale<br/><br/>Situated within a quiet community and set over 2 stylish levels, this delightful townhouse offers a desirable lifestyle. In an ultra-convenient location within walking distance of Box Hill Central, Laburnum Primary, and Box Hill High School, this is a sensational property suited to any phase of life.<br/><br/>The ground floor is beautifully presented and brimming with natural light through floor to ceiling windows in the flowing floorplan. Highlighted by polished floorboards, a quality kitchen with gas cooktop and peninsula seating, adjoining meals area, and a leafy, low-maintenance courtyard, the cohesive layout creates a comfortable feel. With ducted heating and cooling and a guest powder room, this lower level is well considered and wonderfully inviting.<br/><br/>Upstairs, the comfort continues in the 3 generous bedrooms with built-in robes. Accompanied by an ample family bathroom, this home has every feature any family could need.<br/><br/>Lovely homes in lifestyle locations often seem out of reach, so this rare opportunity requires quick inspection to make it your own. Plan your viewing today.<br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.<br/><br/>Inspect by pre-registration only, attendance limits are capped and all attendees must be pre-registered, please contact the agent to secure your spot","townhouse","$950,000","2021-01-30","","Box Hill","3128","-37.82261099","145.13022291","3","1","2.0","1","0","1"
"Amazing city views","Embraced by three tree-lined streets in the gorgeous Sunnyside Estate, this vast five bedroom, four bathroom residence offers the potential for renovation or the construction of two executive-quality town residences (STCA). <br/><br/>With upstairs city skyline views and merely metres from the Burke Road tram, families will fall in love with the premium lifestyle near elite private schools and desirable Camberwell Junction. Large formal and informal living zones on the ground floor are matched with a large family kitchen, an upstairs retreat with balcony, and ensuite bedrooms on both levels.<br/><br/>- Vast five bedroom, four bathroom home in the Sunnyside Estate<br/>- Embraced by three tree-lined street frontages<br/>- Potential for renovation or the construction of two town residences (STCA)<br/>- Upstairs city skyline views<br/>- Walk to the tram for a quick trip to elite schools and Camberwell Junction<br/>- Large formal and informal living areas on both levels<br/>- Ensuite bedrooms on both levels<br/>- Solar power, ducted heating, and split system air-conditioners<br/>- Basement garage<br/>- Walk to Camberwell South and St Cecilia's Primary School<br/>- Zoned for prestigious Auburn High School<br/>- Close to cafes, train, and Tooronga Village<br/>","house","$2,120,000","2021-01-29","520.0","Camberwell","3124","-37.842816","145.059951","5","4","4.0","1","0","1"
"""The House That Breathes""","Light filled luxury living - A tropical tree house filled with beautiful birdsong <br/><br/>Inspired by a love of the local environment and the internationally acclaimed architecture of Glenn Murcutt, this innovative beautifully crafted family or professionals' residence embraces a unique tree house design nestled within a richly diverse tropical rainforest landscape.<br/><br/>A stunning architectural composition and convenient location in a quiet Surrey Hills pocket, this impressive four-bedroom residence is ideal for families and/or professionals seeking a low-maintenance yet luxurious and serene place to call home.<br/><br/>At tree-top level, a wrap-around entertainer's balcony seamlessly connects to the stunning open-plan living zone via endless sliding glass doors. Awash with natural light, the home's heart is an expansive kitchen, living and dining area that is crowned by a breathtaking cathedral ceiling built with gorgeous Oregon and Cedar creating a real wow factor. <br/><br/>Spotted Gum floors flow through the dining room, family room and airy kitchen and below, the 3 bedrooms (one currently used as a large office with an incredible view), 2 bathrooms and serene studio/4th bedroom are privately sheltered by the lush habitat filled with rosellas, magpies and galahs. Meticulously crafted this residence has been built with love and care. The clever design and abundant use of glass ensures spaces are flooded with natural light all year round. The quality of the woods and other materials used are (mostly) no longer available to this level of quality. <br/><br/>Environmentally sensitive, naturally immersive and enjoying pleasant cross-breezes, the desirable locale will satisfy all ages. So close to Melbourne this unique retreat experience features views of nature from every window. <br/><br/>Picture yourself living and working here! Enjoy breakfast from the balcony as you look out at palm trees reminding you of Byron Bay / Bali.<br/><br/>Exciting potential to extend further is possible by utilising the existing central pole structure (STCA).<br/><br/>Around the corner from Wattle Park, cafes and the tram to elite schools, live close to Wattle Park Primary, Our Lady's Primary, PLC, Kingswood College. Walk to Deakin University, and be zoned for Camberwell High School.<br/><br/>This is truly a unique property and a one of a kind experience in Melbourne.<br/><br/>- Unique custom architect-designed tree house inspired family &/or professionals' residence<br/>- Light filled luxury living<br/>- Wrap-around tree-top entertainer's balcony overlooking a rainforest landscape<br/>- Stunning living/dining/kitchen with signature indoor-outdoor appeal and breathtaking cathedral ceiling<br/>- Ideal 4 bedroom (three BDR with BIRs), 2 bathroom layout with potential to extend further (STCA)<br/>- Double carport<br/>- Gas ducted heating, split system air-conditioning and ducted vacuum<br/>- Views of nature from every window<br/>- Quality woods and unique craftsmanship & joinery throughout<br/>- Alarm system<br/>- Low maintenance tropical garden<br/>- Metres to Wattle Park, cafes and tram to elite private schools<br/>- Near primary schools, PLC, Kingswood College <br/>- Walk to Deakin University<br/>- Zoned for Camberwell High School<br/><br/>Terms: 10% deposit, balance 30/60 days<br/><br/>____<br/><br/>Fletchers COVID-19 Update<br/><br/>Fletchers remains committed to conducting our services in a COVID-safe and responsible manner. We ask all visitors to please refrain from touching any surfaces, opening cupboards, drawers, windows and doors, when inspecting a property.<br/><br/>For more information, please visit: fletchers.net.au/response-to-covid-19<br/><br/>____<br/>","house","$1,760,000","2021-01-29","414.0","Surrey Hills","3127","-37.83515","145.104445","4","2","2.0","1","0","1"
"Prime Opportunity To Invest Or Redevelop (STCA)","Comfortable spaces, exciting scope and generous land dimensions, create a magnificent opportunity for buyers with vision. A significant allotment of 699sqm (approx) suggests potential for future redevelopment possibilities, with endless advantages for a lavish new home or multiple townhouses (STCA). Occupy or lease-out the immaculate 3 bedroom, 1 bathroom home whilst determining future plans. Superbly positioned within walking distance to Burwood Highway trams, buses, Deakin University, Presbyterian Ladies' College and moments to Burwood One Shopping Centre, Toorak Road shopping village and Gardiners Creek bike/walking trail.<br/><br/>*Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.","house","$1,266,000","2021-01-28","699.0","Burwood","3125","-37.853138","145.107223","3","1","2.0","1","0","1"
